,Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank(2020),Closing Rank(2020),Opening Rank(2021),Closing Rank(2021),Opening Rank(2022),Closing Rank(2022),Opening Rank(2023),Closing Rank(2023),Opening Rank(2024),Closing Rank(2024),opening Rank(2025),closing Rank
120,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Information Technology (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,9784,13410,10176,14610,12376,16025,14489,19107,15550,21794,15794,22384
121,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Information Technology (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),15039,20613,12368,17744,20915,23356,17580,22472,17644,23631,17624,23399
122,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Information Technology (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,2510,3406,2527,2835,2917,3570,3784,4030,4504,5047,5028,4933
123,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Information Technology (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),4517,4517,4647,4647,6362,6362,4358,4358,4297,4297,4307,4307
124,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Information Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,11292,15709,10925,15679,9019,12993,11282,16694,10894,19096,10934,19080
125,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Information Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),17940,24199,12316,19846,18503,29798,12114,15357,23552,30554,16822,21947
126,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Information Technology (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,3621,5038,2585,3749,3006,3909,3079,3369,4074,5796,3524,4692
127,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Information Technology (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),4226,5790,3086,3488,5396,5890,5369,5390,5763,6389,5598,5723
128,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Information Technology (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,12360,12360,14671,31558,5362,11703,11530,15028,6338,14880,7950,14913
129,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Information Technology (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,7485,8877,7504,9553,8697,10207,9998,12294,10632,12840,10753,12955
130,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Information Technology (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),14412,15292,13363,14793,14737,16260,15594,17371,16421,18892,16319,18858
131,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Information Technology (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,371,371,409,409,393,393,350,350,573,573,452,452
132,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Information Technology (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,1354,1443,1242,1308,1405,1480,1798,1869,1916,2015,1960,2072
133,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Information Technology (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),3063,3063,2315,2582,2481,2481,3186,3186,3282,3282,3252,3263
134,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Information Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,2712,3327,2902,3403,3047,3514,3693,4076,3682,4525,3679,4818
135,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Information Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),6883,8064,5309,6282,6976,7445,6618,6883,7827,8046,7124,7230
136,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Information Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,181,181,237,237,147,147,241,241,306,306,285,285
137,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Information Technology (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,1751,2139,1588,2231,1637,1930,1905,2463,2425,2940,2784,3014
138,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Information Technology (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),3023,3745,3132,3466,2630,2630,3340,3573,3427,3427,3402,3474
139,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Information Technology (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,883,1029,922,1072,526,667,796,1025,978,1084,933,1061
140,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,22129,39767,24212,37012,29145,40717,27818,39070,29583,42078,29758,41780
141,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),30000,37630,27160,31337,32901,37371,27359,37930,32778,35126,31802,35693
142,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,6873,8384,5909,8177,7626,8726,6318,7172,6845,7407,6512,7375
143,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,27119,50271,28452,58491,24731,37939,23096,38501,26931,38657,27100,38669
144,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),25202,31815,47907,58771,34165,41168,27115,29431,47050,50775,50127,54065
145,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,6591,8399,8284,12279,6413,9294,5321,8229,7747,9647,8091,9981
146,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),7132,7283,9605,10138,9327,9867,7682,7682,7725,7725,7741,7740
147,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,17365,26214,9974,26541,20686,28194,20921,27948,22207,27761,21638,27756
148,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),35340,36390,21941,30625,21981,31680,33696,34298,32581,35180,32931,35002
149,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,1647,1647,1086,1086,797,797,1697,1697,2341,2341,2442,2442
150,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,4256,4636,4434,4556,4121,4301,4365,4824,4443,5096,4411,5093
151,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),6693,6693,6437,6437,4523,4523,6513,6513,6277,6277,6318,6318
152,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,7331,8753,7332,9731,7576,8557,8127,9349,8072,9871,8064,9932
153,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),12534,14132,13333,15432,14115,15557,15631,15762,13393,16474,13240,16765
154,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,4335,5480,5295,6043,1556,4952,4600,5436,4708,5852,4676,5857
155,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),7716,7929,7686,9051,6699,8413,8074,8180,5683,5683,6077,5176
156,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2125,2587,2521,2655,1593,2416,2215,2284,1902,2131,2102,2072
157,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,19365,27942,20870,31481,29262,40694,23327,42849,29363,44615,28776,44941
158,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),37434,43725,40628,49600,37193,43404,40381,52089,42712,49438,42902,49253
159,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,5033,6201,5604,7330,6431,7918,6939,7268,7420,8273,7823,8561
160,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,13301,32295,23084,34003,21758,28668,23384,37391,25038,38713,25751,38724
161,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),24370,33441,37631,50373,38714,47644,30887,44310,41011,56439,44059,60635
162,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,5205,7462,7295,7716,7125,8054,4601,8041,6917,8810,7158,8980
163,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),11083,11930,10205,11000,6933,9090,7600,7839,10393,12658,10236,12193
164,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,17229,20191,20169,23606,20426,27510,22144,27850,21917,27605,21850,27537
165,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),30445,31414,33323,35911,37419,40305,31692,37720,37527,39777,37775,40089
166,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,866,866,1310,1310,1183,1183,1368,1368,1142,1142,1315,1315
167,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,3362,3511,3436,3523,3977,4255,4283,4510,4427,4591,4498,4610
168,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),5681,5681,6174,6174,5999,5999,6935,6935,6617,6617,6603,6603
169,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,5588,6552,5967,8081,7896,9031,7335,9292,7566,9581,7576,9793
170,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),12378,14549,14435,15326,14073,15366,14548,15617,11606,16448,11054,16722
171,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,3564,4109,2443,4808,4422,4822,3576,4115,4351,5276,3808,5362
172,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),7186,7414,6039,7278,7799,7869,6813,8076,6717,7399,6768,7481
173,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1442,1635,1655,1837,1504,1724,1201,1840,1795,1997,1474,1963
174,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),2856,2856,2668,2668,2318,2318,3087,3087,3141,3141,3128,3128
175,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,32903,57562,50298,63668,64421,74964,54496,67372,38412,64669,30388,64393
176,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),50367,57517,43191,59975,61938,75059,64875,71356,37704,68128,42514,68004
177,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,12741,12906,14323,14802,10928,13758,14926,15226,13177,13368,13264,13140
178,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,55953,70941,60130,81274,41115,62802,50189,60749,59086,64378,59238,64758
179,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),60341,63470,86449,87544,32221,71644,61932,62701,64404,64555,63984,65034
180,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,9085,10741,10164,13674,11032,12439,9045,10954,12047,12817,12097,13273
181,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),11761,11761,12791,12791,12773,12773,13704,13704,15499,15499,15883,15883
182,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,29625,34712,7978,39969,40133,43688,36110,42650,39483,45881,37398,46451
183,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),41681,43497,34319,44516,47414,50148,45788,47358,47386,53686,47029,53738
184,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,5784,5903,6090,6166,6392,6484,6880,7000,7450,7618,7972,8173
185,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),7662,7662,7342,7342,7664,7664,8898,8898,8813,8813,8819,8819
186,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,9563,10999,10635,12317,12541,13107,13555,14613,13418,15196,13371,15501
187,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),15327,15834,17664,18521,16335,17967,18721,19041,19522,19837,19651,20048
188,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,6157,6783,6908,7240,2193,6690,6411,7037,6903,7340,6787,7366
189,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),8132,8132,8518,8518,9159,9159,8556,8556,9772,9774,9807,9809
190,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2854,3041,2261,3214,2812,2863,2644,2825,624,2675,1182,2691
191,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),4165,4165,3257,3257,3770,3770,3846,3846,3592,3592,3771,3771
192,Malaviya National Institute of Technology Jaipur,"Architecture (5 Years, Bachelor of Architecture)",HS,OPEN,Gender-Neutral,586,1428,286,1492,621,1170,155,1494,757,1978,169,2037
193,Malaviya National Institute of Technology Jaipur,"Architecture (5 Years, Bachelor of Architecture)",HS,OPEN,Female-only (including Supernumerary),259,653,634,874,311,655,581,699,712,1098,626,986
194,Malaviya National Institute of Technology Jaipur,"Architecture (5 Years, Bachelor of Architecture)",HS,EWS,Gender-Neutral,158,789,294,371,110,385,155,196,232,426,186,295
195,Malaviya National Institute of Technology Jaipur,"Architecture (5 Years, Bachelor of Architecture)",HS,OBC-NCL,Gender-Neutral,576,1598,423,1341,343,934,629,1551,1018,1476,1259,1500
196,Malaviya National Institute of Technology Jaipur,"Architecture (5 Years, Bachelor of Architecture)",HS,OBC-NCL,Female-only (including Supernumerary),1008,2382,809,990,537,560,526,761,688,893,763,1024
197,Malaviya National Institute of Technology Jaipur,"Architecture (5 Years, Bachelor of Architecture)",HS,SC,Gender-Neutral,176,463,304,773,334,452,248,526,407,1215,319,1083
